	P0_rep1	P0_rep2	AB_rep1	AB_rep2	P1_rep1	P1_rep2
W06G6.2	0	0	0	0	0	0
W06G6.9	0	0	0	0	0	0
W06G6.t1	0	0	0	0	0	0
W06G6.t2	0	0	0	0	0	0
W06G6.t3	0	0	0	0	0	0
W06H3.3	0.29	0	0	0	0	0
W06H8.10	0	0	0	0	0	0
W06H8.11	0	0	0	0	0	0
W06H8.12	0	0	0	0	0	0
W06H8.13	0	0	0	0	0	0
W06H8.14	0	0	0	0	0	0
W06H8.15	0	0	0	0	0	0
W06H8.2	0.58	3.22	0	0	0	0
W06H8.4	0	0	0	0	0	0
W06H8.5	52.23	19.03	0	36.78	0	15.9
W06H8.6	0	0	0	6.59	0	1.84
W06H8.9	0	0	0	0	0	0
W07A12.4	0	0	0	0	0	0
W07A12.8	0	0	0	0	0	0
W07A8.2	185.84	143.15	178.93	339.22	86.58	416.55
W07B8.1	0	0	0	0	0	0
W07B8.3	0	33.08	0	0	0	0
W07B8.4	0	0	0	0	0	0
W07E11.1	149.19	195.25	272.45	239.87	187.31	173.72
W07E11.5	0	0	0	0	0	0
W07E11.6	0	0	0	0	0	0
W07E11.7	0	0	0	0	0	0
W07E6.2	73.01	10.83	76.9	11.53	34.39	15.29
W07E6.3	0	0	0	0	0	0
W07E6.5	41.84	0	0	7.68	6.07	29.97
W07E6.7	0	0	0	0	0	0
W07G1.1	0	0	0	0	0	0
W07G1.11	0	0	0	0	0	0
W07G1.12	0	0	0	0	0	0
W07G1.13	0	0	0	0	0	0
W07G1.14	0	0	0	0	0	0
W07G1.15	0	0	0	0	0	0
W07G1.16	0	0	0	0	0	0
W07G1.17	0	0	0	0	0	0
W07G1.18	0	0	0	0	0	0
W07G1.19	0	0	0	0	0	0
W07G1.20	0	0	0	0	0	0
W07G1.21	0	0	0	0	0	0
W07G1.22	0	0	0	0	0	0
W07G1.5	0	0	0	0	0	0
W07G1.7	0	0	0	0	0	0
W07G1.8	0.87	0	0	0	0	0
W07G1.9	0	0	0	0	0	0
W07G4.1	0	0	0	0	0	0
W07G4.10	0	0	0	0	0	0
W07G4.11	0	0	0	0	0	0
W07G4.12	0	0	0	0	0	0
W07G4.2	0	0	0	0	0	0
W07G4.3	62.04	46.25	11.21	76.3	38.03	127.23
W07G4.5	4.62	0	0	0	0	0
W07G4.7	0	0	0	0	0	0
W07G4.8	0	0	0	0	0	0
W07G4.t1	0	0	0	0	0	0
W07G9.3	0	0	0	0	0	0
W08A12.1	187.57	88.41	173.52	207.48	271.87	281.98
W08A12.2	0.87	2.63	0	1.65	0	0
W08A12.3	2.89	5.56	0	1.65	0	5.51
W08A12.4	0	0	0	0	0	0
W08D2.11	0	0	0	0	0	0
W08D2.12	0	0	0	0	0	0
W08D2.13	0	0	0	0	0	0
W08D2.9	0	0	0	0	0	0
W08E12.1	2.6	58.25	25.51	18.11	0	37.31
W08E12.2	0	0	0	0	0	0
W08E12.3	0	0	0	0	0	0
W08E12.4	0	0	0	0	0	0
W08E12.5	0	0	0	0	0	0
W08E12.6	0	0	0	0	0	0
W08E12.7	842.07	969.25	966.9	734.42	794.97	746.86
W08E12.8	0	0	0	0	0	0
W08E12.9	0	0	0	0	0	0
W08E3.2	21.07	23.42	49.85	93.86	20.23	89.92
W08E3.4	0.29	0	0	2.2	0	0
W08F4.1	0	0	0	0	0	0
W08F4.10	0	0	0	0	0	0
W08F4.11	0	0	0	0	0	0
W08F4.12	0.87	0	0	0	0	0
W08F4.13	0	0	0	0	0	0
W08F4.14	0	0	0	0	0	0
W08F4.15	0	0	0	0	0	0
W08F4.16	0	0	0	0	0	0
W08F4.17	0	0	0	0	0	0
W08F4.18	0	0	0	0	0	0
W08F4.19	0	0	0	0	0	0
W08F4.3	183.82	159.54	158.06	148.75	178.82	216.53
W08F4.5	0	0	0	0	0	0
W08F4.7	0	0.29	0	0	0	0
W08G11.1	0	0	0	0	0	0
W08G11.3	17.03	18.74	60.67	0.55	153.33	51.38
W08G11.5	0	0	0	0	0	0
W08G11.6	0	0	0	0	0	0
W09B12.2	0	0	0	0	0	0
W09B12.3	0	0	0	0	0	0
W09B12.4	0	0	0	0	0	0
W09B6.4	21.64	67.62	5.8	15.37	0	18.35
W09B6.5	0	0	0	0	0	0
W09B7.1	0	0	0	0	0	0
W09B7.2	0	0	0	0	0	0
W09B7.3	0	0	0	0	0	0
W09C2.10	0	0	0	0	0	0
W09C2.11	0	0	0	0	0	0
W09C2.12	0	0	0	0	0	0
W09C2.13	0	0	0	0	0	0
W09C2.7	0	0	0	0	0	0
W09C2.8	0	0	0	0	0	0
W09C2.9	0	0	0	0	0	0
W09C3.1	0	0	0	0	0	0
W09C3.2	0	0	0	0	0	0
W09C3.3	0	0	0	0	0	0
W09C3.4	122.93	227.16	22.41	69.71	183.27	70.34
W09C3.7	0	0	0	0	0	0
W09C3.8	0	0	0	0	0	0
W09C5.1	203.45	152.81	82.31	57.63	31.15	82.58
W09C5.11	0	0	0	0	0	0
W09C5.12	0	0	0	0	0	0
W09C5.13	0	0	0	0	0	0
W09C5.14	0	0	0	0	0	0
W09C5.15	0	0	0	0	0	0
W09C5.3	0	0	0	0	0	0
W09C5.7	95.52	114.17	295.25	302.44	82.53	291.77
W09C5.8	86.86	134.66	180.09	121.85	210.78	135.79
W09C5.9	0	0	0	0	0	0
W09D10.1	111.1	126.46	76.13	138.32	330.12	142.52
W09D10.3	41.27	75.53	23.19	15.37	0.81	15.9
W09D10.4	11.54	24.88	0	38.42	7.69	67.9
W09D10.5	2.6	5.56	0.39	0.55	6.07	0
W09D12.1	0	0	0	0	0	0
W09D12.5	0	0	0	0	0	0
W09D6.1	0	31.32	0	2.74	0	0
W09D6.10	0	0	0	0	0	0
W09D6.4	0	0	0	0	0	0
W09D6.5	28.57	13.47	4.25	10.43	20.23	4.89
W09D6.9	0	0	0	0	0	0
W09D6.t1	4.62	1.76	7.34	6.04	4.05	4.28
W09D6.t2	0	0	0	0	0	0
W09G10.3	12.99	0	0	0	0	0.61
W09G10.7	0	0	0	0	0	0
W09G10.8	0	0	0	0	0	0
W09G10.t1	0	0	0	0	0	0
W09G10.t2	0	0	0	0	0	0
W09G10.t3	0	0	0	0	0	0
W09G12.10	0	2.05	0	0	0	3.06
W09G12.3	0	0	0	0	0	0
W09G12.6	0	0	0	0	0	0
W09G12.7	0	0	0	0	0	0
W09G12.8	0	0	0	0	0	0
W09G12.9	13.27	1.46	37.1	17.56	46.93	6.73
W09G3.1	106.2	45.96	10.05	13.17	26.7	12.85
W09G3.12	0	0	0	0	0	0
W09G3.13	0	0	0	0	0	0
W09G3.14	0	0	0	0	0	0
W09G3.15	0	0	0	0	0	0
W09G3.2	13.85	47.13	18.94	0	0	0
W09G3.6	114.85	69.09	181.63	120.21	67.97	130.9
W09G3.7	38.96	16.98	0	7.14	18.61	12.23
W09G3.8	14.43	29.57	0.39	5.49	0	2.45
W09H1.1	36.36	0	0	0	0	0
W09H1.3	0	0	0	0	0	0
W09H1.4	0.29	0.29	0	0	0	0
W09H1.7	0	0	0	0	0	0
W10C4.1	0	0	0	0	0	0
W10C4.2	0	0	0	0	0	0
W10C6.2	0	0	0	0	0	0
W10C8.10	0	0	0	0	0	0
W10C8.11	0	0	0	0	0	0
W10C8.12	0	0	0	0	0	0
W10C8.13	0	0	0	0	0	0
W10C8.14	0	0	0	0	0	0
W10C8.15	0	0	0	0	0	0
W10C8.16	0	0	0	0	0	0
W10C8.3	0	0	0	0	0	0
W10C8.4	0	0	0	0	0	0
W10C8.5	0	0	1.16	0	0	0
W10C8.6	0	0	0	0	0	0
W10C8.7	0	0	0	0	0	0
W10C8.8	0	0	0	0	0	0
W10C8.9	0	0	0	0	0	0
W10D5.4	0	0	0	0	0	0
W10D9.1	0	0	0	0	0	0
W10D9.2	0	0	0	0	0	0
W10D9.3	4.33	15.51	1.55	0	0	1.84
W10D9.6	9.81	18.15	0	6.59	32.37	4.89
W10D9.7	0	0	0	0	0	0
W10G11.1	0	0	0	0	0	0
W10G11.17	0	0	0	0	0	0
W10G11.19	0	7.61	0	0	0	0
W10G11.2	0	0	0	0	0	0
W10G11.23	0	0	0	0	0	0
W10G11.3	0	0	0	0	0	0
W10G11.4	0	0	0	0	0	0
W10G11.8	0	0	0	0	0	0
W10G11.t1	0	0	0	0	0	0
W10G11.t2	0	0	0	0	0	0
W10G6.1	0	0.29	0	0	0	0
W10G6.5	0	0	0	0	0	0
wah-1	98.98	90.75	69.95	102.09	86.58	99.7
wapl-1	388.42	378.21	332.35	398.5	236.27	448.36
wars-1	0	2.93	0	2.74	0	0.61
wars-2	150.35	94.85	15.46	152.04	0	64.23
WBGene00003979	43.86	78.75	104.34	43.36	53.4	69.73
WBGene00009055	3.75	2.05	0	0.55	0	0.61
WBGene00018314	0	0	0	0	0	0
WBGene00021798	0	0	0	0	0	0
WBGene00043120	10.39	15.51	7.73	1.65	5.26	1.84
WBGene00043239	0	0	0	0	0	0
WBGene00043308	0	0	0	0	0	0
WBGene00043466	0	0	0	0	0	0
WBGene00043469	0	0	0	0	0	0
WBGene00043702	0	0	0	0	0	0
WBGene00044909	0	0	0	0	0	0
WBGene00045314	0	0	0	0	0	0
WBGene00202495	0	0	0	0	0	0
WBGene00202496	0	0	0	0	0	0
WBGene00202497	0	0	0	0	0	0
WBGene00202498	0	0	0	0	0	0
WBGene00202499	0	0	0	0	0	0
WBGene00202500	0	0	0	0	0	0
WBGene00202501	0	0	0	0	0	0
WBGene00202502	0	0	0	0	0	0
WBGene00202504	0	0	0	0	0	0
WBGene00202511	0	0	0	0	0	0
WBGene00202512	0	0	0	0	0	0
WBGene00202513	0	0	0	0	0	0
WBGene00202514	0	0	0	0	0	0
WBGene00206354	0	0	0	0	0	0
WBGene00206355	0	0	0	0	0	0
WBGene00206356	0	0	0	0	0	0
WBGene00206357	0	0	0	0	0	0
WBGene00206358	0	0	0	0	0	0
WBGene00206359	0	0	0	0	0	0
WBGene00206360	0	0	0	0	0	0
WBGene00206361	0	0	0	0	0	0
WBGene00206362	0	0	0.39	7.68	0	8.56
WBGene00206363	0	0	0	0	0	0
WBGene00206364	0	0	0	0	0	0
WBGene00206365	0	0	0	0	0	0
WBGene00206366	0	0	0	0	0	0
WBGene00206368	0	0	0	0	0	0
WBGene00206369	0	0	0	0	0	0
WBGene00206370	0	0	0	0	0	0
WBGene00206371	0	0	0	0	0	0
WBGene00206372	0	0	0	0	0	0
WBGene00206373	0	0	0	0	0	0
WBGene00206374	0	0	0	0	0	0
WBGene00206375	0	0	0	0	0	0
WBGene00206376	0	0	0	0	0	0
WBGene00206377	3.46	2.93	3.48	0	2.43	0.61
WBGene00206378	0	0	0	0	0	0
WBGene00206379	0	0	0	0	0	0
WBGene00206380	82.24	13.76	0	5.49	0	3.06
WBGene00206381	0	0	0	0	0	0
WBGene00206382	0	0.59	2.32	0	0	0
WBGene00206383	0	0	0	0	0	0
WBGene00206384	0	0	0	0	0	0
WBGene00206385	0	0	0	0	0	0
WBGene00206386	0	0	0	0	0	0
WBGene00206388	0	0	0	0	0	0
WBGene00206389	81.96	76.99	93.91	37.87	40.05	28.14
WBGene00206390	0	0	0	0	0	0
WBGene00206391	0	0	0	0	0	0
WBGene00206392	0	0	0	0	0	0
WBGene00206393	0	0	0	0	0	0
WBGene00206394	0	0	0	0	0	0
WBGene00206395	0	0	0	0	0	0
WBGene00206411	0	0	0	0	0	0
WBGene00206412	4.04	24.3	1.55	0	28.72	1.22
WBGene00206413	0	0	0	0	0	0
WBGene00206414	0	0	0	0	0	9.18
WBGene00206415	0	0	0	0	0	0
WBGene00206416	0	0	0	0	0	0
WBGene00206417	0	0	0	0	0	0
WBGene00206418	0	0	0	0	0	0
WBGene00206419	0.29	44.79	39.8	8.23	0.81	1.84
WBGene00206420	0	0	0	0	0	0
WBGene00206421	0	0	0	0	0	0
WBGene00206422	0	0	0	0	0	0
WBGene00206423	118.03	132.9	93.52	39.52	26.3	36.7
WBGene00206459	0	0	0	0	0	0
WBGene00206460	0	0	0	0	0	0
WBGene00206461	0	0	0	0	0	0
WBGene00206462	0	0	0	0	0	0
WBGene00206463	0	0	0	0	0	0
WBGene00206464	0.29	0	0	0	0	0
WBGene00206465	0	0	0	0	0	0
WBGene00206466	0	0	0	0	0	0
WBGene00206468	0	0	0	0	0	0
WBGene00206469	0	0	0	0	0	0
WBGene00206470	0	0	0	0	0	0
WBGene00206471	0	0	0	0	0	0
WBGene00206473	0	0	0	0	0	0
WBGene00206474	0	0	0	0	0	0
WBGene00206475	0	0	0	0	0	0
WBGene00206477	0	0	0	0	0	0
WBGene00206478	0	0	0	0	0	0
WBGene00206479	0	0	0	0	0	0
WBGene00206481	0	0	0	0	0	0
WBGene00206482	1.15	0	0	0	0	0
WBGene00206483	0	0	0	0	0	0
WBGene00206484	0	0	0	0	0	0
WBGene00206485	0	0	0	0	0	0
WBGene00206486	0	0	0	0	0	0
WBGene00206487	59.16	12.29	7.34	91.67	0	7.34
WBGene00206488	0	0	0	0	0	0
WBGene00206489	0	0	0	0	0	0
WBGene00206490	0	0	0	0	0	0
WBGene00206491	3.17	15.51	0	1.65	0	0.61
WBGene00206492	0	0	0	0	0	0
WBGene00206493	0	0	0	0	0	0
WBGene00206494	0	0	0	0	0	0
WBGene00206495	0	0	0	0	0	0
WBGene00206496	0	0	0	0	0	0
WBGene00206497	0	0	0	0	0	0
WBGene00206498	0	0	0	0	0	0
WBGene00206499	0	0	0	0	0	0
WBGene00206500	0	0	0	0	0	0
WBGene00206501	0	0	0	0	0	0
WBGene00206502	0	0	0	0.55	0	0
WBGene00206503	0	0	0	0	0	0
WBGene00206504	0	0	0	0	0	0
WBGene00206505	0	0	0	0	0	0
WBGene00206506	0	0	0	0	0	0
WBGene00206507	0	0	0	0	0	0
WBGene00206508	0	0	0	0	0	0
WBGene00206509	0	0	0	0	0	0
WBGene00206510	0	0	0	0	0	0
WBGene00206511	0	0	0	0	0	0
WBGene00206512	0	0	0	0	0	0
WBGene00206513	0	0	0	0	0	0
WBGene00206514	0	0	0	0	0	0
WBGene00206515	0	0	0	0	0	0
WBGene00206516	0	0	0	0	0	0
WBGene00206517	0	0	0	0	0	3.67
WBGene00206518	0	0	0	0	0	0
WBGene00206519	0	0	0	0	0	0
WBGene00206520	0	0	0	0	0	0
WBGene00206521	0	0	0	0	0	0
WBGene00206522	0	0	0	0	0	0
WBGene00206523	0	0	0	0	0	0
WBGene00206524	0	0	0	0	0	0
WBGene00206525	0	0	0	0	0	0
WBGene00206526	0	0	0	0	0	0
WBGene00206527	0	0	0	0	0	0
WBGene00206528	0	0	0	0	0	0
WBGene00206529	1.44	2.63	0.77	1.65	0.4	0.61
WBGene00206530	0	0	0	0	0	0
WBGene00206531	0	0	0	0	0	0
WBGene00206532	0	4.1	0	0	0	0
WBGene00206533	0	0	0	0	0	0
WBGene00206534	0	0	0	0	0	0
WBGene00206535	0	0	0	0	0	0
WBGene00206536	0	0	0	0	0	0
WBGene00206537	0	0	0	0	0	0
WBGene00206538	0	0	0	0	0	0
WBGene00215616	0	0	0	0	0	0
WBGene00219205	2.89	13.76	2.32	0	0.81	0
WBGene00219206	0	0	0	0	0	0
WBGene00219207	0	0	0	0	0	0
WBGene00219208	0	0	0	0	0	0
WBGene00219209	0	0	0	0	0	0
WBGene00219210	0	0	0	9.88	0	0
WBGene00219212	0	0	0	0	0	0
WBGene00219214	0	0	0	0	0	0
WBGene00219215	0	0	0	0	0	0
WBGene00219216	0	0	0	0	0	0
WBGene00219217	0	0	0	0	0	0
WBGene00219218	0	0	0	0	42.48	0
WBGene00219219	0	0	0	0	0	0
WBGene00219220	0	0	0	0	0	0
WBGene00219221	0	0	0	0	0	0
WBGene00219222	0	0	0	0	0	0
WBGene00219223	0	0	0	0	0	0
WBGene00219224	0	0	0	0	0	0
WBGene00219225	0	0	0	0	0	0
WBGene00219226	0	0	0	0	0	0
WBGene00219227	0	0	0	0	0	0
WBGene00219228	0	0	0	0	0	0
WBGene00219229	0	0	0	0	0	0
WBGene00219230	0	0	0	0	0	0
WBGene00219231	0	0	0	0	0	0
WBGene00219232	0	0	0	0	0	0
WBGene00219233	0	0	0	0	0	0
WBGene00219234	0	0	0	0	0	0
WBGene00219235	0	0	0	0	0	0
WBGene00219236	0	0	0	0	0	0
WBGene00219238	0	0	0	0	0	0
WBGene00219239	0	0	0	0	0	0
WBGene00219241	0	0	0	0	0	0
WBGene00219242	0	0	0	0	0	0
WBGene00219243	0	0	0	0	0	0
WBGene00219244	0	0	0	0	0	0
WBGene00219245	0	0	0	0	0	0
WBGene00219246	0	0	0	0	0	0
WBGene00219247	0	0	0	0	0	0
WBGene00219248	0	0	0	0	0	0
WBGene00219249	0	0	0	0	0	0
WBGene00219250	0	0	0	0	0	0
WBGene00219251	0	0	0	0	0	0
WBGene00219252	0	0	0	0	0	0
WBGene00219253	0	1.17	0	0	0	0
WBGene00219254	0	0	0	0	0	0
WBGene00219255	0	0	0	0	0	0
WBGene00219256	0	0	0	0	0	0
WBGene00219257	0	0	0	0	0	0
WBGene00219258	0	0	0	0	0	0
WBGene00219259	0	0	0	0	0	0
WBGene00219260	0	0	0	0	0	0
WBGene00219261	0	0	0	0	0	0
WBGene00219262	0	0	0	0	0	0
WBGene00219263	0	0	0	0	0	0
WBGene00219264	0	0	0	0	0	0
WBGene00219265	0	0	0	0	0	0
WBGene00219266	0	0	0	0	0	0
WBGene00219267	0	0	0	0	0	0
WBGene00219269	0	0	0	0	0	0
WBGene00219270	0	0	0	0	0	0
WBGene00219271	0	0	0	0	0	0
WBGene00219272	0	0	0	0	0	0
WBGene00219274	0	0	0	0	0	0
WBGene00219275	36.36	41.86	30.53	17.56	19.42	9.18
WBGene00219278	1.73	1.76	2.32	2.2	0	0
WBGene00219279	0	0	0	0	0	0
WBGene00219280	0	0	0	0	0	0
WBGene00219281	0	0	0	0	0	0
WBGene00219282	0	0	0	0	0	0
WBGene00219283	0	0	0	0	0	0
WBGene00219284	0	0	0	0	0	0
WBGene00219285	0	0	0	0	0	0
WBGene00219286	0	0	0	0	0	0
WBGene00219287	0	0	0	0	0	0
WBGene00219288	0	0	0	0	0	0
WBGene00219289	0.29	0.29	0	0	0	1.84
WBGene00219290	0	0	0	0	0	0
WBGene00219291	0	0	0	0	0	0
WBGene00219292	0	0	0	0	0	0
WBGene00219293	0	0	0	0	0	0
WBGene00219294	0	0	0	0	0	0
WBGene00219295	0	0	0	0	0	0
WBGene00219296	0	0	0	0	0	0
WBGene00219297	0	0	0	0	0	0
WBGene00219298	16.16	11.42	15.46	10.43	9.71	3.06
WBGene00219299	0	0	0	0	0	0
WBGene00219300	0	0	0	0	0	0
WBGene00219301	0	0	0	0	0	0
WBGene00219302	0	0	0	0	0	0
WBGene00219303	0	4.68	0	0	15.78	0
WBGene00219304	0	0	0	0	0	0
WBGene00219305	0	0	1.16	0.55	0	0.61
WBGene00219306	1.73	0.59	0	0	0	0
WBGene00219307	0	0	0	0	0	0
WBGene00219308	0	0	0	0	0	0
WBGene00219309	0	0	0	0	0	0
WBGene00219310	0	0	0	0	0	0
WBGene00219311	0	0	0	0	0	0
WBGene00219312	0	0	0	0	0	0
WBGene00219313	174.01	158.37	52.17	134.48	385.15	197.57
WBGene00219314	0	0	0	0	0	0
WBGene00219315	0	0	0	0	0	0
WBGene00219316	0	0	0	0	0	0
WBGene00219317	3.75	6.15	1.55	3.84	1.21	1.22
WBGene00219318	0	0	0	0	0	0
WBGene00219319	0	0	0	0	0	0
WBGene00219321	0	0	0	0	0	0
WBGene00219322	0	0	0	0	0	0
WBGene00219323	0	0	0	0	0	0
WBGene00219324	0	0	0	0	0	0
WBGene00219325	0	0	0	0	0	0
WBGene00219326	0	0	0	0	0	0
WBGene00219327	0	0	0	0	0	0
WBGene00219329	7.21	13.17	1.93	1.65	7.69	2.45
WBGene00219330	0	0	0	0	0	0
WBGene00219331	0	0	0	0	0	0
WBGene00219332	0	0	0	0	0	0
WBGene00219337	0	2.93	0	0	0	0
WBGene00219342	0	0	0	0	0	0
WBGene00219343	0	0	0	0	0	0
WBGene00219351	0	0	0	0	0	0
WBGene00219352	0	0	0	0	0	0
WBGene00219362	0	0	0	0	0	0
WBGene00219368	0	0	0	0	0	0
WBGene00219369	0	0	0	0	0	0
WBGene00219370	0	0	0	0	0	0
WBGene00219371	0	0	0	0	0	0
WBGene00219372	9.23	0	0.39	8.23	0	0
WBGene00219373	0	0	0	0	0	0
WBGene00219374	2.31	9.37	0	0	0	0
WBGene00219375	0	0	0	0	0	0
WBGene00219376	0	0	0	0	0	0
WBGene00219377	0	0	0	0	0	0
WBGene00219378	0	0	0	0	0	0
WBGene00219381	0	0	0	0	0	0
WBGene00219383	0	0	0	0	0	0
WBGene00219394	0	0	0	0	0	0
WBGene00219395	0	0	0	0	0	0
WBGene00219399	0	0	17.78	0	0	0
WBGene00219410	0	0	0	0	0	0
WBGene00219411	0	0	0	0	0	0
WBGene00219412	0	0	0	0	0	0
WBGene00219413	0	0	0	0	0	0
WBGene00219414	0	0	0	0	0	0
WBGene00219415	0	0	0	0	0	0
WBGene00219416	0	0	0	0	0	0
WBGene00219417	1.15	0.88	0	0	0	0
WBGene00219418	0	0	0	0	0	0
WBGene00219419	0	0	0	0	0	0
WBGene00219420	0	0	0	0	0	0
WBGene00219421	0	0	0	0	0	0
WBGene00219422	0	0	0	0	0	0
WBGene00219423	0	0	0	0	0	0
WBGene00219424	0	0	0	0	0	0
WBGene00219425	0.29	0	1.93	0	0	0
WBGene00219434	0	0	0	0	0	0
WBGene00219436	0	0	0	0	0	0
WBGene00219437	0	0	0	0	0	0
WBGene00219442	0	0	0	0	0	0
WBGene00219443	0	0	0	0	0	0
WBGene00219444	0	0	0	0	0	0
WBGene00219445	0	0	0	0	0	0
WBGene00219446	0	0	0	0	0	0
WBGene00219447	0	0	0	0	0	0
WBGene00219448	0	0	0	0	0	0
WBGene00219449	0	0	0	0	0	0
WBGene00219450	0	0	0	0	0	0
WBGene00219451	49.06	12.29	203.66	171.25	219.68	192.68
WBGene00219452	0	0	0	0	0	0
WBGene00219453	0	0	0	0	0	0
WBGene00219454	0	0	0	0	0	0
WBGene00219455	0	0	0	0	0	0
WBGene00219456	0	0	0	0	0	0
WBGene00219458	0	0	0	0	0	0
WBGene00219460	0	0	0	0	0	0
WBGene00219476	1.15	0	0	0	0	0
WBGene00219477	0	0	0	0	0	0
WBGene00219478	0	0	0	0	0	0
WBGene00219483	0	0	0	0	0	0
WBGene00219489	0	0	0	0	0	0
WBGene00219490	0.29	0	0	0	0	0
WBGene00219491	0	0	0	0	0	0
WBGene00219492	0	0	0	0	0	0
WBGene00219493	0	0	0	0	0	0
WBGene00219497	0	0	0	0	0	0
WBGene00219498	0	0	0	0	0	0
WBGene00219544	0	0	0	0	0	0
WBGene00219545	0	0	0	0	0	0
WBGene00219546	0	0	0	0	0	0
WBGene00219547	0	0	0	0	0	0
WBGene00219548	12.12	0.88	8.12	1.65	0	0
WBGene00219549	0	0	0	0	0	0
WBGene00219550	0	0	0	0	0	0
WBGene00219551	0	0	0	0	0	0
WBGene00219552	0	0	0	0	0	0
WBGene00219553	0	0	0	0	0	0
WBGene00219554	0	0	0	0	0	0
WBGene00219555	0	0	0	0	0	0
WBGene00219556	0	0	0	0	0	0
WBGene00219557	0	0	0	0	0	0
WBGene00219558	0	0	0	0	0	0
WBGene00219559	0	0	0	0	0	0
WBGene00219560	0	0	0	0	0	0
WBGene00219561	0	0	0	0	0	0
WBGene00219562	0	0	0	0	0	0
WBGene00219563	0	0	0	0	0	0
WBGene00219564	0	0	0	0	0	0
WBGene00219565	0	0	0	0	0	0
WBGene00219566	0	0	0	0	0	0
WBGene00219567	0	0	0	0	0	0
WBGene00219568	0	0	0	0	0	0
WBGene00219569	0	0	0	0	0	0
WBGene00219570	0.58	0.59	1.93	1.1	0.81	0
WBGene00219571	0	0	0	0	0	0
WBGene00219572	0	0	0	0	0	0
WBGene00219573	0	0	0	0	0	0
WBGene00219574	0	0	0	0	0	0
WBGene00219575	0	0	0	0	0	0.61
WBGene00219576	0	0	0	0	0	0
WBGene00219577	0	0	0	0	0	0
WBGene00219578	0	0	0	0	0	0
WBGene00219579	0	0	0	0	0	0
WBGene00219580	0	0	0	0	0	0
WBGene00219581	0	0	0	0	0	0
WBGene00219582	0	0	0	0	0	0
WBGene00219583	0	0	0	0	0	0
WBGene00219584	0	0	0	0	0	0
WBGene00219585	0	0	0	0	0	0
WBGene00219586	0	0	0	0	0	0
WBGene00219587	0	0	2.32	1.1	0	0
WBGene00219588	0	0	0	0	0	0
WBGene00219589	0	0	0	0	0	0
WBGene00219590	0	0	0	0	0	0
WBGene00219591	0	0	0	0	0	0
WBGene00219592	0	0	0	0	0	0
WBGene00219593	0	0	0	0	0	0
WBGene00219594	0	0	0	0	0	0
WBGene00219596	0	0	0	0	0	0
WBGene00219597	0	0	0	0	0	0
WBGene00219598	0	0	0	0	0	0
WBGene00219599	0	0	0	0	0	0
WBGene00219600	0	0	0	0	0	0
WBGene00219601	0	0	0	0	0	0
WBGene00219602	0	0	0	0	0	0
WBGene00219603	0	0	0	0	0	0
WBGene00219604	0	0	0	0	0	0
WBGene00219605	0	0	0	0	0	0
WBGene00219606	0	0	0	0	0	0
WBGene00219607	0	0	0	0	0	0
WBGene00219608	0	0	0	0	0	0
WBGene00219609	8.08	2.63	143.37	0.55	130.27	0
WBGene00219610	0	0	0	0	0	0
WBGene00219611	0	0	0	0	0	0
WBGene00219612	0	0	0	0	0	0
WBGene00219613	0	0	0	0	0	0
WBGene00219614	0	0	0	0	0	0
WBGene00219615	0	0	0	0	0	0
WBGene00219616	0	0	0	0	0	0
WBGene00219617	0	0	0	0	0	0
WBGene00219618	0	0	0	0	0	0
WBGene00219619	2.02	9.07	0.77	0	4.45	0
WBGene00219620	0	0	0	0	0	0
WBGene00219621	0	0	0	0	0	0
WBGene00219622	0	0	0	0	0	0
WBGene00219623	0	0	0	0	0	0
WBGene00219624	0	0	0	0	0	0
WBGene00219625	0	0	0	0	0	0
WBGene00219626	0	0	0	0	0	0
WBGene00219627	0	0	0	0	0	0
WBGene00219628	0	0	0	0	0	0
WBGene00219629	0	0	0	0	0	0
WBGene00219630	0	0	0	0	0	0
WBGene00219631	0	0	0	0	0	0
WBGene00219632	0	0	0	0	0	0
WBGene00219633	0	0	0	0	0	0
WBGene00219634	0	0	0	0	0	0
WBGene00219635	0	0	0	0	0	0
WBGene00219636	0	0.88	0.39	0	0	0
WBGene00219637	0	0	0	0	0	0
WBGene00219638	0	0	0	0	0	0
WBGene00219639	0	0	0	0	0	0
WBGene00219640	0	0	0	0	0	0
WBGene00219641	0	0	0	0	0	0
WBGene00219642	0	0	0	0	0	0
WBGene00219643	0	0	0	0	0	0
WBGene00219644	0	0	0	0	0	0
WBGene00219645	0	0	0	0	0	0
WBGene00219646	0	0	0	0	0	0
WBGene00219647	0	0	0	0	0	0
WBGene00219648	0	0	0	0	0	0
WBGene00219649	0	0	0	0	0	0
WBGene00219650	0	0	0	0	0	0
WBGene00219651	0	0	0	0	0	0
WBGene00219652	0	0	0	0	0	0
WBGene00219653	0	0	0	0	0	0
WBGene00219654	0	0	0	0	0	0
WBGene00219655	0	0	0	0	0	0
WBGene00219656	0	0	0	0	0	0
WBGene00219657	0	0	0	0	0	0
WBGene00219658	0	0	0	0	0	0
WBGene00219659	0	0	0	0	0	0
WBGene00219660	0	0	0	0	0	0
WBGene00219661	0	0	0	0	0	0
WBGene00219662	0	0	0	0	0	0
WBGene00219663	0	0	0	0	0	0
WBGene00219664	0	0	0	0	0	0
WBGene00219665	0	0	0	0	0	0
WBGene00219666	0	0	0	0	0	0
WBGene00219667	0	0	0	0	0	0
