	logFC	logCPM	PValue
F42A6.6	3.02	4.71	0.131
F42A8.3	0.229	7.96	0.718
F42A9.6	0.969	6.2	0.499
F42A9.8	-1.23	5.12	0.434
F42C5.9	3.92	3.41	0.0958
F42F12.3	-1.7	4.67	0.345
F42G2.6	-0.91	4.05	0.648
F42G8.10	0.189	6.26	0.881
F42G8.7	1.02	4.44	0.633
F42G9.1	0.364	6.56	0.745
F42G9.6	0.287	7.89	0.828
F42H10.2	-1.21	4.31	0.472
F42H10.3	-3.38	5.37	0.0518
F43C1.1	-3.3	3.02	0.143
F43C1.3	0.0956	5.11	0.955
F43C1.6	-2.18	4.49	0.225
F43C11.9	0.421	6.59	0.696
F43D2.1	0.521	7.3	0.534
F43D2.2	-0.0273	5.95	0.988
F43E2.1	-4.37	3.84	0.0436
F43E2.7	-0.125	8.04	0.838
F43G6.10	-0.665	5.18	0.688
F43G6.7	0.33	5.22	0.856
F43G9.1	0.294	8.25	0.6
F43G9.12	-0.616	7.35	0.503
F43G9.13	0.279	4.5	0.881
F43G9.2	-0.142	6.81	0.894
F43G9.3	1.66	5.65	0.255
F43G9.4	-0.278	6.34	0.828
F43H9.3	0.532	7.66	0.532
F44A6.4	0.714	2.84	0.777
F44B9.5	0.537	6.4	0.696
F44B9.8	-0.473	8.3	0.402
F44D12.1	3.45	6.63	0.0785
F44E2.10	-0.973	6.85	0.336
F44E2.3	1.02	6.3	0.42
F44E2.6	-1.78	4.3	0.338
F44E2.7	-0.128	7.53	0.865
F44E2.8	0.36	8.14	0.528
F44E2.9	-2.22	3.21	0.277
F44E5.1	0.419	5.4	0.785
F44E7.2	-0.0454	7.21	0.963
F44E7.4	-0.324	8.85	0.534
F44E7.5	-0.913	7.66	0.182
F44E7.9	-0.574	5.79	0.685
F44G3.2	3.52	3.11	0.13
F44G4.1	0.225	8.03	0.733
F44G4.2	0.359	6.95	0.729
F44G4.3	-0.168	5.22	0.924
F45C12.15	-0.45	6.33	0.719
F45C12.2	-3.65	3.79	0.0976
F45E12.5	0.0267	6.12	0.987
F45F2.10	0.436	8.43	0.405
F45F2.11	1.69	7.93	0.0109
F45F2.9	1.39	3.03	0.538
F45G2.10	0.316	5.63	0.839
F45G2.4	0.277	8.01	0.642
F45G2.7	1.64	3.69	0.419
F45G2.8	0.436	5.36	0.786
F45G2.9	-2.7	3.84	0.176
F45H10.2	-0.312	5.09	0.866
F45H10.3	0.0697	4.59	0.984
F45H11.3	0.451	7.86	0.486
F45H11.5	-0.0699	5.13	0.98
F45H11.8	-1.13	4	0.539
F46B6.12	0.381	5.82	0.793
F46B6.4	0.342	6.5	0.766
F46B6.5	-0.0313	8.44	0.956
F46B6.6	-0.705	7.02	0.441
F46C5.9	0.0134	8.22	0.986
F46E10.2	-4.15	3.66	0.0704
F46F11.1	0.0468	6.55	0.975
F46F11.10	1.31	6.26	0.315
F46F11.6	0.792	8.3	0.14
F46F11.8	0.0468	9.03	0.932
F46F11.9	0.122	7.2	0.888
F46H5.2	-0.402	7.6	0.701
F46H5.3	-0.113	9.02	0.828
F46H5.4	-1.56	5.98	0.256
F46H5.7	3.36	3	0.15
F47A4.5	0.0656	7.26	0.941
F47B10.1	-0.0601	7.41	0.942
F47B10.9	-1.61	6.25	0.23
F47B7.2	1.19	6.99	0.216
F47D12.9	0.0304	9.16	0.951
F47G3.3	-0.408	6.37	0.737
F47G4.2	2.04	6.48	0.128
F47G4.4	1.37	5.6	0.351
F47G9.1	0.289	7.53	0.695
F48A11.4	-0.536	8.15	0.329
F48B9.8	1.77	5.8	0.247
F48C1.5	-1.11	4.75	0.507
F48C1.6	-2.3	5.25	0.214
F48E3.3	-1.37	6.79	0.212
F48E3.6	3.86	3.37	0.0984
F48E8.2	-0.189	6.25	0.886
F48E8.3	-0.212	7.77	0.75
F48E8.4	-2.17	4.02	0.221
F48E8.6	-0.134	7.72	0.857
F48F7.6	1.01	6.32	0.425
F48G7.4	-4.18	3.69	0.0733
F49C12.10	-2.75	3.12	0.155
F49C12.11	0.347	7.05	0.731
F49C12.12	0.153	6.41	0.9
F49C12.9	0.0788	9.24	0.87
F49D11.10	-1.05	6.41	0.486
F49E11.2	-2.86	2.72	0.217
F49E12.6	-0.53	6.38	0.673
F49E8.1	-0.00606	8.44	0.994
F49E8.2	-0.114	9.56	0.814
F49E8.6	-2.76	5.56	0.125
F49E8.7	0.0496	9.27	0.918
F49H12.5	-5.02	4.4	0.0146
F52A8.1	0.0477	7.54	0.955
F52A8.5	-0.101	7.69	0.906
F52A8.6	0.435	8.58	0.378
F52B11.1	0.382	7.91	0.562
F52B11.2	1.14	5.89	0.422
F52B5.2	-0.446	8.22	0.486
F52B5.3	-0.658	8.48	0.217
F52B5.7	0.205	7.67	0.792
F52C12.1	-0.196	5.67	0.908
F52C12.2	0.976	6.29	0.473
F52C12.3	0.719	5.16	0.668
F52C12.6	-0.209	3.79	0.919
F52C6.2	-0.226	5.23	0.9
F52C6.3	4.21	3.64	0.0768
F52C9.1	0.616	6.65	0.687
F52C9.3	-0.127	4.97	0.953
F52D10.2	1.11	6.42	0.348
F52D10.6	2.84	6.41	0.0719
F52D2.7	-1.55	6.83	0.17
F52E1.13	0.161	9.7	0.73
F52F12.7	0.4	2.9	0.84
F52G3.1	1.13	5.31	0.514
F52H2.1	-0.318	4.48	0.878
F52H2.5	0.243	6.17	0.86
F52H2.7	0.436	5.08	0.807
F52H3.2	0.65	7.66	0.348
F52H3.4	1.55	6.79	0.144
F53A10.2	-2.59	4.95	0.134
F53A2.3	-3.35	3.75	0.0901
F53A2.7	0.0153	7.4	0.987
F53B1.2	0.267	6.71	0.832
F53B1.8	-2.37	5.7	0.164
F53B3.5	-0.529	5.63	0.733
F53B6.4	-2.81	2.69	0.216
F53B7.3	0.235	7.4	0.794
F53C11.3	0.618	7.55	0.392
F53C11.4	0.0563	7.4	0.951
F53C11.5	0.251	9.13	0.603
F53C3.13	0.406	7.97	0.514
F53E10.1	2.43	4.41	0.223
F53E10.6	0.45	4.34	0.811
F53E4.1	-0.647	7.66	0.348
F53F1.2	-0.635	5.64	0.68
F53F1.3	1.24	6.46	0.293
F53F10.2	0.761	6.19	0.642
F53F10.3	0.644	5.36	0.671
F53F4.10	0.495	6.6	0.651
F53F4.11	-0.0955	7.95	0.877
F53F4.12	0.119	7.03	0.902
F53F4.14	0.217	7.98	0.737
F53F4.16	-0.669	3.62	0.752
F53F4.3	0.76	7.55	0.3
F53F8.3	0.133	7.17	0.881
F53F8.5	-2.53	3.82	0.187
F53G12.9	-4.57	4.01	0.0415
F53G2.1	-3.76	3.35	0.104
F53H1.1	0.493	6.81	0.646
F53H1.3	-1.72	6.64	0.242
F53H1.4	0.421	5.32	0.791
F53H10.2	4.74	4.61	0.0425
F53H2.4	-0.541	4.64	0.742
F53H4.4	0.463	5.66	0.797
F54A3.2	-2.69	4.32	0.151
F54A3.5	-0.173	5.07	0.931
F54A3.6	-1.12	6.3	0.351
F54B11.5	-2.8	5.01	0.125
F54B3.1	0.368	8.24	0.518
F54C4.1	-0.123	5.57	0.938
F54C4.4	0.335	5.81	0.812
F54C8.4	-0.559	8.83	0.41
F54C8.7	0.887	7.04	0.381
F54C9.11	-2.66	2.6	0.247
F54C9.9	1.17	7.84	0.126
F54D10.5	0.154	6.62	0.893
F54D10.7	0.0661	6.64	0.956
F54D11.2	-1.96	4.95	0.293
F54D11.3	-3.94	4.72	0.0501
F54D11.4	0.832	5.41	0.575
F54D12.4	0.409	4.43	0.821
F54D5.11	-0.684	7.93	0.285
F54D5.12	0.339	8.28	0.525
F54D5.15	-4.78	4.19	0.041
F54D5.2	0.32	7.64	0.693
F54D5.5	0.135	8.26	0.809
F54D5.7	-1.14	6.66	0.44
F54D5.9	0.0759	8.84	0.898
F54D7.2	-0.418	7.83	0.557
F54D7.6	0.726	4.49	0.704
F54D7.7	0.513	5.79	0.732
F54D8.6	-0.688	6.23	0.603
F54E12.2	1.35	7.41	0.305
F54E7.8	-0.231	7.16	0.805
F54F2.7	-0.903	3.11	0.666
F54F2.9	0.472	6.94	0.632
F54F7.6	-0.432	6.05	0.757
F54H12.5	0.205	7.85	0.799
F55A11.1	-0.264	8.16	0.665
F55A11.4	-0.14	7.81	0.834
F55A11.7	0.449	8.06	0.439
F55A11.8	1.24	6.04	0.349
F55A12.1	-4.83	4.23	0.022
F55A12.10	5.25	5.24	0.00846
F55A12.2	1.04	4.75	0.59
F55A12.5	-0.981	8.53	0.0595
F55A12.8	-0.0823	7	0.945
F55A3.2	0.759	5.79	0.711
F55A3.3	-0.167	9.23	0.723
F55A4.8	6.08	5.59	0.00788
F55B11.1	-4.47	3.92	0.0578
F55B12.4	-0.465	6.2	0.721
F55C12.1	-4.45	3.91	0.0591
F55C12.5	-0.000573	7.91	1
F55C5.8	0.135	8.82	0.798
F55D12.5	-0.41	7.33	0.679
F55F10.1	-1.05	7.01	0.261
F55F8.2	0.35	7.48	0.73
F55F8.3	-1.08	7.58	0.182
F55F8.9	-0.0115	8.01	0.989
F55G1.5	-4.69	4.11	0.0241
F55G1.6	0.343	7.55	0.631
F55G1.7	-2.65	6.13	0.1
F55G1.9	-0.417	5.66	0.778
F55H2.5	-2	2.82	0.378
F55H2.7	-0.933	6.98	0.313
F56A11.5	0.474	7.64	0.545
F56A6.4	-1.18	5.19	0.449
F56A8.3	0.117	7.3	0.891
F56A8.4	-0.613	6.8	0.539
F56A8.5	-0.358	5.04	0.821
F56A8.8	-0.539	4.56	0.774
F56A8.9	1.93	4.92	0.318
F56B3.11	-0.463	4.06	0.819
F56B3.2	1.39	2.65	0.548
F56B3.3	3.42	3.04	0.144
F56B3.4	-0.402	6.24	0.76
F56B3.8	0.0397	5.5	0.991
F56C11.5	0.799	6.14	0.525
F56C9.10	-0.397	8.52	0.477
F56C9.11	1.11	6.56	0.389
F56C9.3	0.276	8.91	0.559
F56C9.6	0.408	8.09	0.518
F56D1.1	0.426	8.83	0.369
F56D1.2	0.541	5.06	0.762
F56D1.3	0.467	5.52	0.76
F56D12.6	-0.794	6.69	0.477
F56D2.2	0.286	6.88	0.771
F56D2.5	-3.07	2.86	0.179
F56D2.6	0.161	8.22	0.771
F56D5.4	-0.122	3.09	1
F56D5.5	0.587	6.53	0.651
F56F11.2	-4.72	4.13	0.0473
F56F11.4	-0.000318	7.82	1
F56G4.4	0.387	7.46	0.608
F56G4.6	1.7	5.41	0.321
F56H1.6	0.191	6.93	0.856
F56H1.7	-0.1	6.1	0.941
F56H9.2	2.07	3.03	0.366
F57A10.4	-0.691	4.74	0.686
F57A8.1	-0.637	3.38	0.742
F57B10.14	0.503	5.23	0.763
F57B10.3	2.06	6.35	0.189
F57B10.4	0.177	8.23	0.753
F57B10.5	0.37	6.36	0.755
F57B10.8	0.813	7.02	0.429
F57B10.9	0.516	7.33	0.645
F57B7.2	-1.77	4.42	0.343
F57B9.1	1.82	2.62	0.458
F57B9.8	-2.54	2.53	0.268
F57C2.5	-1.05	7.07	0.254
F57C9.1	-0.18	5.86	0.914
F57C9.4	-1.2	6.5	0.353
F57C9.6	-4.99	4.37	0.0372
F57C9.7	0.287	6.34	0.811
F57G12.1	-3.26	2.99	0.151
F58A4.2	1.26	3.9	0.522
F58A4.6	0.127	7.43	0.884
F58A4.9	0.592	5.9	0.675
F58B3.4	-0.334	8.21	0.614
F58B3.6	0.165	8.43	0.759
F58B3.7	1.06	6.72	0.305
F58E10.1	0.471	8.16	0.43
F58E10.3	0.0744	9.54	0.872
F58E10.7	3.4	3.03	0.109
F58E2.4	3.28	2.94	0.158
F58F12.1	0.264	6.79	0.795
F58G1.1	-0.323	8.12	0.66
F58G1.2	-0.739	7.65	0.305
F58G11.2	1.01	6.5	0.413
F58G11.3	0.572	7.82	0.381
F58H1.3	-0.105	5.96	0.941
F58H1.5	-1.36	2.79	0.517
F58H1.8	0.0916	4.96	0.963
F59A2.2	-2.07	4.26	0.262
F59A2.5	0.129	3.88	0.946
F59A2.6	0.297	5.87	0.864
F59A3.1	-0.506	6.01	0.719
F59A3.12	1.02	7.37	0.219
F59A3.2	0.752	6.91	0.604
F59A3.3	-0.135	6.36	0.915
F59A3.4	0.172	8.44	0.74
F59A6.5	-0.664	7.81	0.318
F59B1.10	0.255	4.4	0.906
F59B1.8	-0.41	4.91	0.829
F59B10.3	3.1	2.82	0.178
F59B2.2	0.34	8.01	0.585
F59B2.3	0.467	6.66	0.682
F59C12.3	-1.25	4.73	0.537
F59C12.4	2.13	5.06	0.275
F59C6.12	-1.13	2.84	0.595
F59C6.5	-0.465	7.43	0.554
F59D12.5	1.2	5.49	0.422
F59D6.1	2.74	2.6	0.246
F59E10.3	0.226	6.56	0.845
F59E12.1	0.195	8.91	0.691
F59E12.11	0.0588	7.07	0.951
F59E12.9	0.603	8.64	0.255
F59F4.2	-2.07	3.69	0.291
F59F4.3	-5.24	4.59	0.0115
F59F5.7	-2.49	2.5	0.268
F59G1.8	-0.433	6.37	0.737
F59H5.1	-0.368	6.74	0.792
faah-2	-4.29	3.78	0.0673
faah-4	-3.46	5.54	0.0332
fah-1	0.285	6.9	0.837
fan-1	-0.0377	7.97	0.955
farl-11	0.456	8.09	0.439
fars-1	0.814	8.36	0.117
fars-2	-0.179	6.83	0.863
fars-3	0.688	7.75	0.299
fat-1	0.00591	8.53	0.994
fat-3	-5.57	5.21	0.00552
fat-4	0.458	6.82	0.695
fbf-1	0.656	7.41	0.398
fbf-2	-0.632	5.2	0.713
fbl-1	-4.75	4.16	0.0454
fbp-1	-0.619	7.65	0.389
fbxa-101	1.41	6.02	0.275
fbxa-107	-0.485	5.5	0.79
fbxa-108	1.49	3.25	0.489
fbxa-114	0.965	4.92	0.598
fbxa-115	5.93	5.37	0.0111
fbxa-120	-2.04	3.99	0.346
fbxa-123	-0.809	4.29	0.681
fbxa-129	-3.42	3.11	0.131
fbxa-145	1.38	4.72	0.471
fbxa-150	-0.57	4.25	0.785
fbxa-153	0.895	6.38	0.477
fbxa-167	-3.99	3.53	0.0881
fbxa-170	-0.886	6.61	0.425
fbxa-180	-4.52	3.96	0.0567
fbxa-181	1.35	3.25	0.505
fbxa-192	0.798	4.64	0.685
fbxa-197	5.44	5.17	0.0128
fbxa-198	-2.2	2.57	0.365
fbxa-206	-0.14	6.97	0.884
fbxa-210	-0.57	7.21	0.498
fbxa-212	-2.76	2.66	0.232
fbxa-215	0.26	9.65	0.59
fbxa-4	3.82	3.6	0.0822
fbxa-64	-1.28	3.93	0.507
fbxa-65	0.975	5.98	0.52
fbxa-76	1.37	3.84	0.526
fbxa-83	-1.86	5.54	0.276
fbxa-90	-0.016	3.34	1
fbxa-95	-1.5	4.37	0.393
fbxa-97	-0.904	3.18	0.669
fbxb-104	-4.28	3.76	0.0694
fbxb-34	-0.0992	3.58	0.971
fbxb-7	-0.449	6.61	0.68
fbxb-72	3.01	2.77	0.201
fbxb-78	4.61	3.97	0.0546
fbxb-87	-2.66	2.6	0.247
fbxc-23	-3.56	3.21	0.121
fbxc-31	2.51	3.55	0.254
fbxc-32	-1.94	4.43	0.278
fbxc-36	-0.934	6.44	0.534
fbxc-40	0.729	4.51	0.707
fbxc-42	0.45	5.92	0.825
fbxc-44	-1.47	6.76	0.18
fbxc-45	-2.78	5.04	0.129
fbxc-50	0.34	8.43	0.552
fbxc-52	-1.31	5.45	0.379
fbxc-54	1.28	5.94	0.459
fcd-2	-0.803	7.02	0.451
fce-1	1.73	7.73	0.0379
fce-2	0.667	6.68	0.54
fcp-1	0.387	7.63	0.611
fdps-1	1.8	7.34	0.0459
fem-1	-0.242	8.04	0.686
fem-2	-0.126	8.19	0.818
fem-3	0.205	8.11	0.721
fib-1	0.316	9.29	0.511
fic-1	0.481	8.26	0.375
figl-1	-2.04	5.86	0.223
fipp-1	0.651	6.16	0.613
fis-2	0.558	5.24	0.727
fkb-1	-0.68	6.67	0.536
fkb-2	0.686	6.84	0.517
fkb-3	2.96	2.74	0.202
fkb-5	0.801	6.79	0.439
fkb-6	0.503	8.37	0.432
fkb-7	-4.43	3.89	0.0561
fkh-3	0.627	5.24	0.689
fkh-4	-1.33	4.97	0.415
fkh-5	-2.81	2.94	0.233
fkh-7	-2.05	5.55	0.234
fkh-9	3.25	4.52	0.14
flap-1	0.66	6.93	0.496
flh-1	-0.337	8.89	0.476
flh-2	-0.28	7.64	0.69
flh-3	-0.0602	8.05	0.923
fli-1	-0.0494	7.15	0.957
fln-1	-0.638	7.65	0.467
fln-2	-2.71	2.63	0.231
flp-10	2.6	2.51	0.268
flt-1	0.886	7.88	0.195
fnci-1	-0.712	5.46	0.634
fncm-1	-1.31	6.46	0.391
fnta-1	-0.134	7.19	0.893
fntb-1	-0.526	7.91	0.41
fog-1	0.963	7.66	0.159
fog-2	-0.449	6.89	0.646
fos-1	3.14	5.77	0.0674
fox-1	0.851	5.85	0.557
fre-1	-0.0283	5.14	0.989
frg-1	0.599	7.43	0.444
frh-1	0.322	4.66	0.863
frl-1	0.0392	4.57	1
frm-1	0.236	7.3	0.784
frm-10	-0.459	7.56	0.531
frm-2	-4.14	5.94	0.0124
frm-4	0.279	8.2	0.665
frm-7	-1.45	7.45	0.212
frm-8	0.954	4.32	0.662
fsn-1	0.612	8.52	0.217
ftr-1	3.7	3.72	0.103
ftt-2	-0.632	7.33	0.423
fum-1	0.0333	8.83	0.947
fust-1	0.292	6.01	0.84
fut-3	0.577	8.08	0.329
fzo-1	0.000197	7.92	1
fzr-1	0.271	8.03	0.648
fzy-1	-0.0798	9.08	0.867
gad-1	-0.0821	8.68	0.871
gale-1	0.244	7.54	0.753
gap-2	-0.466	7.64	0.65
gap-3	-2.49	2.5	0.268
gars-1	-0.426	8.47	0.436
gas-1	1.01	6.9	0.344
gbf-1	-1.33	6.03	0.299
gbh-1	0.403	4.7	0.833
gck-1	0.689	6.46	0.553
gck-2	1.21	8.21	0.0352
gck-3	0.576	5.15	0.76
gck-4	-1.83	4.77	0.287
gcn-1	-0.369	4.56	0.857
gcn-2	0.185	7.38	0.854
gcs-1	0.185	6.72	0.879
gcy-12	-3.19	2.94	0.159
gcy-23	2.8	2.63	0.228
gcy-28	-2.07	6.7	0.0565
gcy-33	3.25	2.92	0.157
gcy-35	3.52	3.11	0.13
gdi-1	0.0776	9.12	0.87
gei-11	-0.794	8.2	0.311
gei-12	-0.425	8.12	0.445
gei-14	0.246	8.69	0.627
gei-17	-0.206	8.75	0.756
gei-4	-0.395	7.25	0.634
gei-6	0.0832	7.59	0.926
gei-8	0.227	6.81	0.825
gem-4	0.816	5.96	0.645
gen-1	-0.285	8.78	0.555
ger-1	4.66	4.3	0.0196
gex-2	-0.284	6.98	0.774
gex-3	0.861	7.87	0.177
gfi-2	0.147	9.04	0.772
gfi-3	-1.79	6.03	0.265
gfi-4	-0.256	7.74	0.733
gfl-1	0.299	6.48	0.807
ggtb-1	0.102	8.29	0.853
ghi-1	0.342	4.01	0.858
gip-1	0.29	7.23	0.773
gip-2	-0.148	6.61	0.894
git-1	0.362	6.68	0.737
gla-3	0.0452	8.56	0.949
glb-1	-0.15	4.45	0.947
glb-29	3.61	3.18	0.12
glb-33	1.98	2.85	0.355
glb-6	-1.96	3.52	0.379
glct-6	2.89	3.3	0.209
gld-1	0.0465	8.9	0.925
gld-2	-0.808	8.46	0.128
gld-3	-0.0258	9.48	0.958
gld-4	0.219	6.36	0.883
glh-1	0.776	6.58	0.475
glh-2	-0.519	8.36	0.336
glh-3	-0.314	7.25	0.708
glh-4	0.175	6.42	0.89
glit-1	-0.373	6.22	0.821
gln-1	-0.0279	5.59	0.991
gln-5	0.577	8.04	0.323
gln-6	0.599	9.12	0.209
glna-3	1.37	6.47	0.477
glo-4	0.605	5.57	0.729
glod-4	0.117	6.55	0.919
glp-1	0.235	9.22	0.716
glr-5	-4.44	3.9	0.0592
glrx-10	0.127	4.9	0.948
glrx-21	0.29	5.41	0.856
glrx-22	0.157	6.11	0.91
glrx-5	-1.55	3.26	0.456
gls-1	-0.707	8.47	0.18
glt-3	6.64	5.83	0.00129
glt-5	-3.19	2.94	0.159
gly-10	1.06	8.02	0.102
gly-11	-2.01	4.64	0.279
gly-12	-3.96	3.51	0.0616
gly-13	-0.767	6.01	0.57
gly-14	-2.69	4.47	0.173
gly-20	-0.0397	8.85	0.937
gly-3	1.14	8.31	0.0348
gly-4	-0.0457	5.84	0.985
gly-5	0.254	7.26	0.764
gly-7	1.01	8.13	0.0693
gly-9	2.12	4.71	0.253
gmn-1	-0.385	4.2	0.867
gna-1	3.07	4.29	0.154
gna-2	0.0902	9.16	0.851
gnrr-2	-0.218	3.53	0.937
goa-1	-0.236	8.63	0.65
gob-1	3.72	7.05	0.00659
gon-14	0.271	8.71	0.648
gon-2	0.236	5.07	0.896
gon-4	0.614	9.18	0.208
gop-1	-0.0813	7.16	0.929
gop-2	-0.518	7.25	0.543
gop-3	-0.211	7.81	0.749
gos-28	0.967	5.61	0.568
gpb-1	1.43	6.06	0.282
gpb-2	3.29	2.95	0.157
gpc-2	0.0392	5.35	0.99
gpd-1	0.281	8.03	0.671
gpd-2	-0.948	6.57	0.387
gpd-3	-0.239	5.94	0.867
gpd-4	-0.0257	7.16	0.981
gpdh-2	0.168	7.94	0.784
gpi-1	0.619	7.98	0.348
gpr-1	0.043	4.85	0.987
gpr-2	0.581	4.64	0.742
grk-1	0.844	6.32	0.496
gro-1	-1.15	6.17	0.458
grp-1	0.0429	8.26	0.94
gsk-3	0.688	6.72	0.512
gsp-1	0.0657	8.4	0.902
gsp-2	-0.638	7.23	0.473
gspd-1	-0.27	7.59	0.704
gsr-1	0.22	8.3	0.693
gst-1	0.294	7.43	0.71
gst-16	-4.79	4.51	0.0255
gst-20	-2.5	5.91	0.107
gst-30	-2.5	2.51	0.268
gst-32	-2.46	2.49	0.294
gst-43	1.59	3.46	0.465
gst-44	-0.503	5.48	0.777
gst-7	0.219	9.05	0.64
gstk-1	-0.101	5.39	0.963
gsy-1	0.688	8.07	0.264
gta-1	2.54	2.48	0.267
gut-2	0.00544	6.88	1
gyg-1	-2.67	4.22	0.218
gyg-2	0.275	8.66	0.576
H01M10.1	-0.351	5.74	0.812
H02I12.5	-0.0975	7.37	0.9
H03A11.1	-2.85	3.54	0.213
H04D03.1	0.344	6.05	0.865
H04D03.2	0.186	6.46	0.88
H04M03.3	-0.456	7.31	0.584
H05C05.2	-0.483	6.71	0.664
H05C05.4	-2.37	2.44	0.292
H05L14.2	2.02	5.58	0.237
H06H21.11	1.16	5.8	0.407
H06I04.1	1.32	5.25	0.409
H06I04.3	-2.95	7.25	0.00158
H06I04.6	-3.15	2.92	0.169
H06O01.2	-0.662	8.34	0.413
H12D21.10	-2.43	2.47	0.293
H12D21.7	0.998	6.21	0.435
H13N06.4	1.98	5.98	0.32
H14A12.3	-0.117	8.79	0.828
H14A12.5	2.42	3.13	0.259
H14E04.2	0.977	7.27	0.323
H17B01.1	-4.45	4.61	0.0248
H17B01.4	-0.691	7.39	0.426
H18N23.2	1.02	5.18	0.516
H19N07.1	0.588	9.1	0.229
H19N07.3	0.3	4.8	0.891
H20J04.2	-0.436	8.43	0.41
H20J04.3	2.69	2.79	0.172
H20J04.4	-1.3	3.43	0.511
H20J04.6	1.76	5.25	0.404
H20J04.9	-1.55	3.89	0.393
H21P03.2	0.917	7.32	0.275
H24G06.1	-1.59	5.85	0.339
H24K24.2	3.83	3.35	0.103
H24K24.3	0.612	7.65	0.399
H24K24.4	2.6	4.3	0.184
H25P06.1	0.301	7.21	0.739
H25P19.1	0.634	6.48	0.578
H27A22.1	-0.376	7.36	0.637
H27M09.1	-0.233	7.03	0.804
H28G03.1	0.129	7.13	0.885
H28G03.2	-0.231	6.42	0.866
H28O16.1	0.114	10.4	0.806
H28O16.2	0.186	7.45	0.825
H31G24.3	-1.18	5.3	0.509
H34C03.2	-0.397	7.72	0.593
H35B03.2	-0.0693	7.22	0.938
H37N21.1	-2.47	3.12	0.259
H40L08.1	-0.0255	7.23	0.982
H43I07.1	-0.848	4.95	0.64
H43I07.2	0.955	7.06	0.287
H43I07.3	-0.0836	6.08	0.953
haf-1	0.184	5.88	0.904
haf-2	0.0425	7.35	0.962
haf-3	1.06	8.14	0.0548
haf-6	3.71	6.62	0.013
haf-7	-2.55	2.54	0.269
ham-1	4.43	5.65	0.0394
hap-1	2.27	5.15	0.171
har-1	1.17	6.85	0.292
hars-1	-0.599	7.43	0.56
hbl-1	-0.586	4.82	0.764
hcf-1	-0.107	8.82	0.827
hcp-1	0.332	8.12	0.563
hcp-2	0.103	8.6	0.845
hcp-3	-0.188	7.13	0.833
hcp-4	-0.21	7.55	0.769
hcp-6	-0.431	8.36	0.413
hda-1	0.732	9.03	0.183
hda-2	0.676	7.62	0.363
hda-3	0.152	7.79	0.833
hda-4	3.31	4.67	0.112
hda-6	-0.11	5.93	0.944
hdac-6	0.175	9.03	0.741
hecd-1	0.744	6.3	0.599
hel-1	-0.0933	9.08	0.846
hex-2	3.34	2.98	0.15
hex-3	2.15	4.39	0.3
hex-4	-0.16	6.27	0.898
hgrs-1	0.153	9.16	0.758
hid-1	-1.02	3.57	0.618
hif-1	1.06	6.82	0.305
hil-2	0.0711	6.78	0.95
hil-3	-2.66	2.6	0.247
hil-4	-0.338	9.91	0.495
hil-5	-0.211	9.65	0.652
him-1	0.309	8.39	0.641
him-10	0.482	8	0.418
him-14	2.45	5.99	0.13
him-17	-0.358	8.35	0.499
him-18	-0.0388	7.9	0.964
him-19	-0.897	5.77	0.601
him-3	0.444	7.77	0.513
him-5	-0.183	7.32	0.83
him-6	1.03	6.98	0.361
him-8	0.178	7.72	0.802
hint-1	0.758	6.01	0.565
hint-3	-0.963	2.75	0.633
hip-1	1.65	6.52	0.165
hipr-1	-0.058	6.33	0.967
his-1	-2.96	3.27	0.148
his-32	0.236	5.1	0.901
his-35	1.41	3.42	0.439
his-37	0.257	5.73	0.854
his-4	-2.87	2.99	0.212
his-40	2.41	3.12	0.231
his-41	-0.688	3.87	0.747
his-48	-0.935	3.85	0.617
his-59	-0.337	5.58	0.856
his-60	0.467	6.62	0.695
his-61	-0.0654	4.72	0.987
his-62	0.917	5.03	0.577
his-63	-1.43	3	0.44
his-64	0.398	3.95	0.825
his-67	-0.87	4.89	0.601
his-68	-0.54	6.93	0.576
his-72	0.0355	7.65	0.966
his-74	0.358	7.26	0.662
hke-4.1	0.579	7.51	0.436
hke-4.2	0.175	6.62	0.888
hlb-1	1.65	5.36	0.377
hlh-11	-3.5	3.16	0.125
hlh-2	-0.948	7.85	0.149
hlh-3	-0.483	3.25	0.841
hlh-30	-0.867	5.85	0.552
hlh-6	2.96	2.74	0.202
hmbx-1	-1.14	4.55	0.549
hmg-1.1	0.376	8.75	0.494
hmg-1.2	-0.0459	8.14	0.94
hmg-12	0.772	8.69	0.124
hmg-3	0.154	9.3	0.746
hmg-4	0.127	9.32	0.794
hmg-5	0.37	6.56	0.741
hmp-1	-0.636	7.43	0.443
hmp-2	-1.07	7.92	0.11
hmr-1	-0.336	7.8	0.668
hmt-1	-0.357	6.73	0.756
hnd-1	-2.43	2.47	0.293
hoe-1	-0.151	8.43	0.774
hop-1	0.638	7.43	0.438
hpk-1	-0.823	7.66	0.241
hpl-1	-1.49	5.39	0.39
hpl-2	0.695	6.35	0.569
hpr-17	0.673	8.09	0.259
hpr-9	1.87	6.11	0.229
hrdl-1	0.0943	9.25	0.841
hrg-1	-5.43	4.77	0.00869
hrp-1	0.5	6.64	0.652
hrp-2	0.081	7.1	0.933
hrpf-1	0.593	8.22	0.315
hrpf-2	0.166	8.07	0.79
hsb-1	-0.0286	6.83	0.985
hse-5	0.19	7.91	0.763
hsf-1	0.143	7.95	0.825
hsp-1	0.608	8.96	0.229
