	P0_rep1	P0_rep2	AB_rep1	AB_rep2	P1_rep1	P1_rep2	
WBGene00235088	0	0	0	0	0	0	
WBGene00235089	0	0	0	0	0	0	
WBGene00235090	0	0	0	0	0	0	
WBGene00235091	0	0	0	0	0	0	
WBGene00235092	0	0	0	0	0	0	
WBGene00235093	0	0	0	0	0	0	
WBGene00235094	0	0	0	0	0	0	
WBGene00235095	0.43	0.64	0	0.21	0	0.46	
WBGene00235102	45.34	62.42	62.91	29.52	71.98	16.94	
WBGene00235106	0	0	0	0	0	0	
WBGene00235107	0	0	0	0	0	0	
WBGene00235108	0	0	0	0	0	0	
WBGene00235109	0	0	0	0	0	0	
WBGene00235110	0	0	0	0	0	0	
WBGene00235111	0	0	0	0	0	0	
WBGene00235112	0	0	0	0	0	0	
WBGene00235113	0	0	0	0	0	0	
WBGene00235114	0	0	0	0	0	0	
WBGene00235115	0	0	0	0	0	0	
WBGene00235116	0	0	0	0	0	0	
WBGene00235117	0	0	0	0	0	0	
WBGene00235118	0	0	0	0	0	0	
WBGene00235119	0	0	0	0	0	0	
WBGene00235120	0	0	0	0	0	0	
WBGene00235121	0	0	0	0	0	0	
WBGene00235128	0	3.75	0	0	0	0	
WBGene00235129	0	0	0	0	0	0	
WBGene00235132	0	0	0	0	0	0	
WBGene00235133	0	0	0	0	0	0	
WBGene00235134	0	0	0	0	0	0	
WBGene00235152	0	0	0	0	0	0	
WBGene00235153	0	0	0	0	0	0	
WBGene00235157	0	0	0	0	0	0	
WBGene00235158	0.21	0	0	0	0	0	
WBGene00235159	0	0.11	0	0	0	0	
WBGene00235160	0	0	0	0	0	0	
WBGene00235161	0	0	0	0	0	0	
WBGene00235162	0	0	0	0	0	0	
WBGene00235163	0.53	1.82	0.14	0	0.6	0	
WBGene00235164	0	0	0	0	0	0	
WBGene00235165	0	0	0	0	0	0	
WBGene00235166	0	0	0	0	0	0	
WBGene00235167	0	0	0	0	0	0	
WBGene00235175	0	0	0	0	0	0	
WBGene00235179	0	0	0	0	0	0	
WBGene00235180	0	0	0	0	0	0	
WBGene00235181	0	0	0	0	0	0	
WBGene00235183	0	0	0	0	0	0	
WBGene00235188	0	0	0	0	0	0	
WBGene00235190	0	0	0	0	0	0	
WBGene00235197	0	0	0	0	0	0	
WBGene00235198	0	0	0	0	0	0	
WBGene00235200	0	0	0	0	0	0	
WBGene00235201	0	0	0	0	0	0	
WBGene00235206	0	0	0	0	0	0	
WBGene00235209	0	0	0	0	0	0	
WBGene00235235	0	0	0	0	0	0	
WBGene00235237	0	0	0	0	0	0	
WBGene00235247	0	0	0	0	0	0	
WBGene00235250	0	0	0	0	0	0	
WBGene00235251	0	0	0	0	0	0	
WBGene00235252	0	0	0	0	0	0	
WBGene00235254	0	0	0	0	0	0	
WBGene00235255	0	0	0	0	0	0	
WBGene00235256	11.28	11.67	1.44	1.25	0	0.93	
WBGene00235257	0	0	0	0	0	0	
WBGene00235258	0	0	0	0	0	0	
WBGene00235259	0	0	0	0	0	0	
WBGene00235260	0	0	0	0	0	0	
WBGene00235261	0	0	0	0	0	0	
WBGene00235262	0	0	0	0	0	0	
WBGene00235263	0	0	0	0	0	0	
WBGene00235264	0	0	0	0	0	0	
WBGene00235265	0	0	0	0	0	0	
WBGene00235266	0	0	0	0	0	0	
WBGene00235267	11.6	0.64	0	0.21	0	0	
WBGene00235268	0	0	0	0	0	0	
WBGene00235269	0	0	2.01	0	0	0	
WBGene00235270	0	0.86	0	0	0	0	
WBGene00235271	0	0	0	0	0	0	
WBGene00235272	0	0	0	0	0	0	
WBGene00235273	0.21	0	0	0	0	0	
WBGene00235274	0	0	0	0	0	0	
WBGene00235275	0	0	0	0	0	0	
WBGene00235276	0	0	0	0	0	0	
WBGene00235277	0	0	0	0	0	0	
WBGene00235278	0	0	0	0	0	0	
WBGene00235279	0	0	0	0	0	0	
WBGene00235280	0	0.11	0	0	0	0	
WBGene00235281	0	0	0	0	0	0	
WBGene00235282	0	0	0	0	0	0	
WBGene00235283	0	0	0	0	0	0	
WBGene00235284	0.21	1.71	2.3	0	0	0	
WBGene00235285	0	0	0	0	0	0	
WBGene00235286	0	0	0	0	0	0	
WBGene00235287	0	0	0	0	0	0	
WBGene00235288	0	0	0	0	0	0	
WBGene00235289	0	0	0	0	0	0	
WBGene00235290	0	0	0	0	0	0	
WBGene00235291	0	0	0	0	0	0	
WBGene00235292	0	0	0	5.61	0	0	
WBGene00235293	0	0	0	0	0	0	
WBGene00235294	0	0	0	0	0	0	
WBGene00235295	0	0	0	0	0	0	
WBGene00235296	0	0	0	0	0	0	
WBGene00235297	0	0	0	0	0	0	
WBGene00235298	0	0	0	0	0	0	
WBGene00235299	0	0	0	0	0	0	
WBGene00235300	0	0	0	0	0	0	
WBGene00235301	0	0	0	0	0	0	
WBGene00235302	0	0	0	0	0	0	
WBGene00235303	0	0	0	0	0	0	
WBGene00235304	0	0	0	0	0	0	
WBGene00235305	0	0	0	0	0	0	
WBGene00235306	0	0	0	0	0	0	
WBGene00235307	0	0	0	0	0	0	
WBGene00235308	0	0	0	0	0	0	
WBGene00235309	0	0	0	0	0	0	
WBGene00235310	0	0	0	0	0	0	
WBGene00235311	0	0	0	0	0	0	
WBGene00235312	0	0	0	0	0	0	
WBGene00235313	0	0	0	0	0	0	
WBGene00235314	0	0	0	0	0	0	
WBGene00235315	0	0	0	0	0	0	
WBGene00235316	0	0	0	0	0	0	
WBGene00235317	0	0	0	0	0	0	
WBGene00235318	0	0	0	0	0	0	
WBGene00235319	0	0	0	0	0	0	
WBGene00235320	0	0	0	0	0	0	
WBGene00235321	0	0	0	0	0	0	
WBGene00235322	0	0	0	0	0	0	
WBGene00235323	0	0	0	0	0	0	
WBGene00235324	0	0	0	0	0	0	
WBGene00235325	1.38	12.74	0	0	0	0	
WBGene00235326	0	0	0	0	0	0	
WBGene00235327	0	0	0	0	0	0	
WBGene00235328	0	0	0	0	0	0	
WBGene00235329	0	0	0	0	0	0	
WBGene00235330	0	0	0	0	0	0	
WBGene00235331	0	0	0	0	0	0	
WBGene00235332	0	0	0	0	0	0	
WBGene00235333	0	0	0	0	0	0	
WBGene00235334	0	0	0	0	0	0	
WBGene00235335	0	0	0	0	0	0	
WBGene00235336	0	0	0	0	0	0	
WBGene00235338	0	0	0	0	0	0	
WBGene00235339	0	0	0	0	0	0	
WBGene00235340	0	0	0	0	0	0	
WBGene00235341	0	0	0	0	0	0	
WBGene00235342	0	0	0	0	0	0	
WBGene00235343	0	0	0	0	0	0	
WBGene00235346	0	0	0	0	0	0	
WBGene00235348	0.11	0	0	0.21	0	0.23	
WBGene00235350	0	0	0	0	0	0	
WBGene00235351	0	0	0	0	0	0	
WBGene00235352	0	0	0	0	0	0	
WBGene00235353	0	0	0	0	0	0	
WBGene00235354	0	0	0	0	0	0	
WBGene00235355	0	0	0	0	0	0	
WBGene00235356	15.33	21.31	0	0.83	2.25	2.32	
WBGene00235357	0	0	0	0	0	0	
WBGene00235358	0	0	0	0	0	0	
WBGene00235359	0	0	0	0	0	0	
WBGene00235361	0	0	0	0	0	0	
WBGene00235362	0	0	0	0	0	0	
WBGene00235363	0	0	0	0	0	0	
WBGene00235364	0	0	0	0	0	0	
WBGene00235365	0	0	0	0	0	0	
WBGene00235366	0	0	0	0	0	0	
WBGene00235367	0	0	0	0	0	0	
WBGene00235368	0	0	0	0	0	0	
WBGene00235369	0	0	0	0	0	0	
WBGene00235370	0	0	0	0	0	0	
WBGene00235371	0	0	0	0	0	0	
WBGene00235372	0	0	0	0	0	0	
WBGene00235373	0	0	0	0	0	0	
WBGene00235374	0	0	0	0	0	0	
WBGene00235375	0	0	0	0	0	0	
WBGene00235376	0	0	0	0	0	0	
WBGene00235377	0	0	0	0	0	0	
WBGene00235378	0	0	0	0	0	0	
WBGene00235379	0	0	0	0	0	0	
WBGene00235380	0	0	0	0	0	0	
WBGene00235381	0	0	0	0	0	0	
WBGene00235382	0	0	0	0	0	0	
WBGene00235383	0	0	0	0	0	0	
WBGene00235385	0.43	3.32	0	1.04	4.06	0	
WBGene00235386	0	0	0	0	0	0	
WBGene00235387	0	0	0	0	0	0	
WBGene00235388	0	0	0	0	0	0	
WBGene00235389	0	0	0	0	0	0	
WBGene00235390	0	0	0	0	0	0	
WBGene00235391	0	0	0	0	0	0	
WBGene00236785	0	0	0	0	0	0	
WBGene00236786	0	0	0	0	0	0	
WBGene00236787	0	0	0	0	0	0	
WBGene00236788	0	0	0	0	0	0	
WBGene00236789	0	0	0	0	0	0	
WBGene00236797	0	0	0	0	0	0	
WBGene00236798	0	0	0	0	0	0	
WBGene00236799	0	0	0	0	0	0	
WBGene00236800	0	0	0	0	0	0	
WBGene00236806	0	0	0	0	0	0	
WBGene00236807	0	0	0	0	0	0	
WBGene00236808	0	0	0	0	0	0	
WBGene00236809	0	0	0	0	0	0	
WBGene00249808	18.41	22.16	6.18	1.46	0.3	1.39	
WBGene00249812	0	0	0	0	0	0	
WBGene00249813	0	0	0	0	0	0	
WBGene00249814	0	0	0	0	0	0	
WBGene00249815	0.32	2.14	0	0	0.9	0	
WBGene00249816	0	0	0	0	0	0	
WBGene00249817	0	0	0	0	0	0	
WBGene00249825	0	0	0	0	0	0	
WBGene00249826	0	0	0	0	0	0	
WBGene00255375	0	0	0	0	0	0	
WBGene00255420	0	0	0	0	0	0	
WBGene00255426	0	0	0	0	0	0	
WBGene00255435	0	0	0	0	0	0	
WBGene00255441	0	0	0	0	0	0	
WBGene00255457	0	0	0	0	0	0	
WBGene00255469	0	0	0	0	0	0	
WBGene00255522	0	0	0	0	0	0	
WBGene00255543	0	0	0	0	0	0	
WBGene00255545	0	0	0	0	0	0	
WBGene00255546	0	0	0	0	0	0	
WBGene00255549	0	0	0	0	0	0	
WBGene00255550	0	0	0	0	0	0	
WBGene00255553	0	0	0	0	0	0	
WBGene00255560	0	0	0	0	0	0	
WBGene00255561	0	0	0	0	0	0	
WBGene00255562	0	0	0	0	0	0	
WBGene00255563	0	0	0	0	0	0	
WBGene00255564	0	0	0	0	0	0	
WBGene00255565	0	0	0	0	0	0	
WBGene00255566	0	0	0	0	0	0	
WBGene00255567	0	0	0	0	0	0	
WBGene00255568	0	0	0	0	0	0	
WBGene00255569	0	0	0	0	0	0	
WBGene00255570	0	0	0	0	0	0	
WBGene00255571	0	0	0	0	0	0	
WBGene00255572	0	0	0	0	0	0	
WBGene00255573	0	0	0	0	0	0	
WBGene00255574	0	0	0	0	0	0	
WBGene00255575	0	0	0	0	0	0	
WBGene00255576	0	0	0	0	0	0	
WBGene00255577	0	0	0	0	0	0	
WBGene00255578	0	0	0	0	0	0	
WBGene00255579	0	0	0	0	0	0	
WBGene00255580	0	0	0	0	0	0	
WBGene00255581	0	0	0	0	0	0	
WBGene00255582	0	0	0	0	0	0	
WBGene00255583	0	0	0	0	0	0	
WBGene00255584	0	0	0	0	0	0	
WBGene00255586	0	0	0	0	0	0	
WBGene00255587	0	0	0	0	0	0	
WBGene00255588	0	0	0	0	0	0	
wdfy-2	109.66	160.98	175.02	129.84	167.87	132.2	
wdr-23	120.45	182.74	243.52	286.26	130.74	214.5	
wdr-5	202.75	281.44	303.65	221.48	324.59	170.45	
wdr-5.2	3.5	0	36.1	9.65	0	0	
wdr-5.3	97.46	145.18	121.68	60.67	15.79	153.21	
wee-1.1	0	0	0	0	0	0	
wee-1.2	0.39	0	0	0	0	0	
wee-1.3	217.94	151.23	193	168.22	123.25	172.08	
wht-1	0	0	0	0	0	0	
wht-2	151.56	178.3	260.33	201.59	286.92	247.74	
wht-3	0	0	0	0	0	0	
wht-4	0	0	0	0	0	0	
wht-5	0	0	0	0	0	0	
wht-6	0	0	0	0	0	0	
wht-7	44.42	40.54	63.12	108.31	83.48	68.61	
wht-8	0	0	0	0	0	0	
wht-9	0	0	0	0	0	0	
wip-1	65.15	81.92	61.59	66.95	80.48	62.74	
wnk-1	51.21	36.65	43.09	78.64	9.98	78.43	
wrk-1	0	0	0	0	0	0	
wrm-1	39.71	33.22	13.65	48.84	9.57	22.88	
wrn-1	27.73	21.96	26.51	41.53	61.75	55.86	
wrt-1	0	0	0	0	0	0	
wrt-10	0	0	0	0	0	0	
wrt-2	0	0	0	0	0	0	
wrt-3	0	0	0	0	0	0	
wrt-4	0	0	0	0	0	12.59	
wrt-5	63.23	20.68	10.47	3.03	0	4.23	
wrt-6	0	0	0	0	0	0	
wrt-7	0	0	0	0	0	0	
wrt-8	0	0	0	0	0	0	
wrt-9	0	0	0	0	0	0	
wsp-1	57.13	83.39	88.82	53.17	44.89	67.36	
wts-1	20.69	13.7	26.27	38.53	70.25	24.36	
wve-1	13.1	13.34	0	0	2.64	0.34	
wwp-1	102.11	112.55	103.29	178.15	74.82	83.79	
xbp-1	138.73	111.48	511.96	139.42	445.19	144.26	
xbx-1	0	0	0	0	0	0	
xbx-3	0	0	0	0	0	0	
xbx-4	0	0	0	0	0	0	
xbx-5	0	0	0	0	0	0	
xbx-6	19.67	73.74	57.5	81.48	90.02	50.66	
xnd-1	91.27	89.03	92.59	185.66	137.44	199.17	
xnp-1	22.15	30.95	66.69	52.25	42.93	48.14	
xol-1	0	0	0.29	0	127.62	0	
xpa-1	107.85	69.07	107.36	24.17	68.64	52.02	
xpc-1	45.98	15.8	36.46	31.64	54.02	30.37	
xpg-1	84.68	40	139.28	69.42	157.65	127.09	
xpo-1	9.14	2.08	20.86	67.84	11.31	44.19	
xpo-2	47.64	50.34	45.75	59.01	39.75	47.89	
xpo-3	98.96	72.88	68.87	105.04	26.78	107.59	
xrn-1	0.33	0.78	0	1.72	0.55	0.96	
xrn-2	5.47	6.56	4.92	1.36	5.64	1.52	
xtr-1	0	0	0	0	0	0	
xtr-2	0	0	0	0	0	0	
Y102A11A.1	0	0	0	0	0	0	
Y102A11A.10	0	0	0	0	0	0	
Y102A11A.11	0	0	0	0	0	0	
Y102A11A.12	0	0	0	0	0	0	
Y102A11A.13	0	0	0	0	0	0	
Y102A11A.14	0	0	0	0	0	0	
Y102A11A.15	0	0	0	0	0	0	
Y102A11A.2	0	0	0	0	0	0	
Y102A11A.3	0	0	0	0	0	0	
Y102A11A.5	0	0	0	0	0	0	
Y102A11A.6	0	5.65	0	0	0	0	
Y102A11A.7	0	20.82	29.3	1.97	0	0	
Y102A11A.8	0.51	7.04	51.15	32.54	0	41.31	
Y102A11A.9	0	0	0	0	0	0	
Y102A5C.11	0	0	0	0	0	0	
Y102A5C.2	0	0	0	21.1	0	2.94	
Y102A5C.27	0	0	0	0	0	0	
Y102A5C.30	0	0	0	0	0	0	
Y102A5C.35	0	0	0	0	0	0	
Y102A5C.36	0.41	8.34	0	0	0	0	
Y102A5C.37	0	0	0	0	0	0	
Y102A5C.38	0	0	0	0	0	0	
Y102A5C.4	0	0	0	0	0	0	
Y102A5C.40	0	0	0	0	0	0	
Y102A5C.41	0	0	0	0	0	0	
Y102A5C.42	0	0	0	0	0	0	
Y102A5C.5	0	0	0	0	0	16.05	
Y102A5C.6	1.48	1.79	2.8	26.65	0.84	27.16	
Y102A5D.10	0	0	0	0	0	0	
Y102A5D.11	0	0	0	0	0	0	
Y102A5D.12	0	0	0	0	0	0	
Y102A5D.5	0	13.5	0	0	0	0	
Y102A5D.6	0	0	0	0	0	0	
Y102A5D.7	0	0	0	0	0	0	
Y102A5D.8	0	0	0	0	0	0	
Y102A5D.9	0	0	0	0	0	0	
Y102E9.2	347.15	295.53	384.57	343.83	291.44	269.87	
Y102E9.3	0	0	0	0	0	0	
Y102E9.5	0	0	0	0	0	0	
Y102E9.6	0	0	0	0	0	0	
Y102E9.t1	0	0	0	0	0	0	
Y102F5A.1	0	0	0	0	0	0	
Y104H12A.t1	0	0	0	0	0	0	
Y104H12A.t2	0	0	0	0	0	0	
Y104H12D.2	15.85	33.1	45.01	25.35	30.26	21.38	
Y104H12D.3	9.35	7.79	1.18	0.29	0.21	0	
Y104H12D.4	53.07	94.65	14.73	9.56	2.66	23.79	
Y104H12D.5	0	0	0	0	0	0	
Y104H12D.6	0	0	0	0	0	0	
Y104H12D.7	0	0	0	0	0	0	
Y104H12D.8	0	0	0	0	0	0	
Y104H12D.9	0	0	0	0	0	0	
Y105C5A.1	14.85	5.45	22.07	19.99	10.62	25.81	
Y105C5A.10	0	0	0	0	0	0	
Y105C5A.12	0	0	0	0	0	0	
Y105C5A.1268	0	47.59	133.65	0	0	3.22	
Y105C5A.1269	0	0	0	0	0	0	
Y105C5A.1270	0	0	0	0	0	0	
Y105C5A.1271	0	0	0	0	0	0	
Y105C5A.1272	0	0	0	0	0	0	
Y105C5A.1273	0	0	0	0	0	0	
Y105C5A.1274	0	0	0	0	0	0	
Y105C5A.1275	0	0	0	0	0	0	
Y105C5A.1276	0	0	0	0	0	0	
Y105C5A.1277	0	0	0	0	0	0	
Y105C5A.1278	0	0	0	0	0	0	
Y105C5A.1279	0	0	0	0	0	0	
Y105C5A.1280	0	0	0	0	0	0	
Y105C5A.13	0	0	0	0	0	0	
Y105C5A.14	0	0	0	2.31	0	0	
Y105C5A.15	2.63	3.77	0	14.93	0	0	
Y105C5A.17	0	0	0	0	0	0	
Y105C5A.19	0	0	0	0	0	0	
Y105C5A.2	0	0	0	0	0	0	
Y105C5A.20	0	0	0	0	0	0	
Y105C5A.21	0	0	0	0	0	0	
Y105C5A.22	0	0	0	0	0	0	
Y105C5A.24	0	0	0	0	0	0	
Y105C5A.25	0	0	0	0	0	0	
Y105C5A.26	0	0	0	0	0	0	
Y105C5A.28	0	0	0	0	0	0	
Y105C5A.30	0	0	0	0	0	0	
Y105C5A.31	0	0	0	0	0	0	
Y105C5A.508	0	0	0	0	0	0	
Y105C5A.8	0	0	0	0	0	0	
Y105C5A.9	0	0	0	0	0	0	
Y105C5A.t1	0	0	0	0	0	0	
Y105C5A.t2	0	0	0	0	0	0	
Y105C5B.1	0	0	0	0	0	0	
Y105C5B.11	0	0	0	0	0	0	
Y105C5B.14	0	0	0	0	0	0	
Y105C5B.1413	0	0	0	0	0	0	
Y105C5B.1414	0	0	0	0	0	0	
Y105C5B.1415	0	0	0	0	0	0	
Y105C5B.1416	0	0	0	0	0	0	
Y105C5B.1417	0	0	0	0	0	0	
Y105C5B.15	0	0	0	0	0	0	
Y105C5B.17	0	0	0	0	0	0	
Y105C5B.18	0	0	0	0	0	0	
Y105C5B.19	34.33	38.66	30.42	46.37	10.13	66.26	
Y105C5B.20	0	0	0	0	0	0	
Y105C5B.23	0	0	0	0	0	0	
Y105C5B.25	0	0	0	0	0	0	
Y105C5B.3	0	0	0	0	0	0	
Y105C5B.30	0	0	0	0	0	0	
Y105C5B.5	0	0	0	0	0	0	
Y105C5B.7	0	0	0	0	0	0	
Y105C5B.8	0	0	0	0	0	0	
Y105C5B.9	0	0	0	0	0	0	
Y105C5B.t1	0	0	0	0	0	0	
Y105C5B.t2	0	0	0	0	0	0	
Y105C5B.t3	0	0	0	0	0	0	
Y105C5B.t4	0	0	0	0	0	0	
Y105E8A.1	0.66	0	0	0	0	0	
Y105E8A.10	53.34	43.34	32.71	83.97	73.93	60.54	
Y105E8A.11	53.89	32.12	7.18	14.29	83.58	13.05	
Y105E8A.13	1.66	3.05	0	0	0	0	
Y105E8A.14	1.96	0	1.06	6.11	0	27.29	
Y105E8A.19	28.3	39.61	10.36	59.77	17.34	31.8	
Y105E8A.2	99.9	101.36	48.43	149.21	137.56	60.32	
Y105E8A.20	2.42	28.12	84.58	54.59	2.97	64.09	
Y105E8A.21	44.57	44.26	53.26	91.84	67.85	102.29	
Y105E8A.23	14.18	14.04	0	38.78	0	24.9	
Y105E8A.24	0.07	0	7.69	1.14	0.72	27.56	
Y105E8A.25	1.35	0	0	3.95	0	0	
Y105E8A.27	0	0	0	0	0	0	
Y105E8A.28	0	0	0	0	0	0	
Y105E8A.29	0	0	0	6.02	1.45	0.56	
Y105E8A.3	111.63	93.61	111.14	189.24	104.57	74.62	
Y105E8A.32	0	0	0	0	0	0	
Y105E8A.34	0	0	0	0	0	0	
Y105E8A.36	51.32	86.42	32.37	7.63	7.09	6.08	
Y105E8A.37	0	0	0	0	0	0	
Y105E8A.38	0	0	0	0	0	0	
Y105E8A.39	0	0	0	0	0	0	
Y105E8A.40	0	0	0	0	0	0	
Y105E8A.41	0	0	0	0	0	0	
Y105E8A.42	0	0	0	0	0	0	
Y105E8A.43	0	0	0	0	0	0	
Y105E8A.44	0	0	0	0	0	0	
Y105E8A.45	0	0	0	0	0	0	
Y105E8A.46	0	0	0	0	0	0	
Y105E8A.47	0	0	0	0	0	0	
Y105E8A.48	0	0	0	0	0	0	
Y105E8A.49	0	0	0	0	0	0	
Y105E8A.8	118.91	166.57	143.21	126.43	147.42	100.25	
Y105E8B.10	0	0	0	0	0	0	
Y105E8B.11	0	0	0	0	0	0	
Y105E8B.12	0	0	0	0	0	0	
Y105E8B.13	0	0	0	0	0	0	
Y105E8B.14	0	0	0	0	0	0	
Y105E8B.5	111.5	177.19	17.28	21.35	114.64	31.31	
Y105E8B.6	15.55	13.91	50.13	1.69	23.17	5.65	
Y105E8B.7	0	0.29	62.93	24.03	0	0	
Y105E8B.9	0	0	0	0	0	0	
Y106G6A.1	28.95	67.6	47.96	40.66	39.43	61.24	
Y106G6A.2	237.06	196.02	185.56	138.04	181.77	171.56	
Y106G6A.4	0	0	0	0	0	0	
Y106G6A.5	326.34	333.5	452.61	219.23	322.43	203.08	
Y106G6A.6	0	0	0	0	0	0	
Y106G6A.7	0	0	0	0	0	0	
Y106G6A.8	0	0	0	0	0	0	
Y106G6A.9	0	0	0	0	0	0	
Y106G6C.1	0	0	0	0	0	0	
Y106G6D.1	0	0.22	0	0	0	0	
Y106G6D.10	0	0	0	0	0	0	
Y106G6D.2	0	0.9	0	0	4.19	0	
Y106G6D.3	0	0	0	0	0	0	
Y106G6D.4	0	0	0	0	0	0	
Y106G6D.5	8.35	45.96	1.91	12.43	21.17	36.38	
Y106G6D.6	28.36	40.31	15.12	7.96	50.82	14.43	
Y106G6D.7	31.45	27.67	39.22	41.85	1.85	8.05	
Y106G6D.8	0	0.7	69.37	0	0	0	
Y106G6D.9	0	0	0	0	0	0	
Y106G6D.t1	0	0	0	0	0	0	
Y106G6E.1	0	0	0	0	0	0	
Y106G6E.2	0	0	0	0	0	0	
Y106G6E.3	0	0	0	0	0	0	
Y106G6E.4	25.72	33.11	20.82	14.06	0	17.94	
Y106G6E.7	0	0	0	0	0	0	
Y106G6G.1	0	0	0	0	0	0	
Y106G6G.2	0	0	0	0	0	0	
Y106G6G.4	0	0	0	0	0	0	
Y106G6G.6	0	0	0	0	0	0	
Y106G6G.7	0	0	0	0	0	0	
Y106G6G.9	0	0	0	0	0	0	
Y106G6H.1	0	0	0	0	0	0	
Y106G6H.10	0	0	0	0	0	0	
Y106G6H.13	0	0	0	0	0	0	
Y106G6H.14	164.68	170.49	95.1	78.56	125.7	62.94	
Y106G6H.15	225.98	263.57	230.49	97.33	172.56	120.91	
Y106G6H.16	276.7	262.34	173.09	138.73	148.17	88.96	
Y106G6H.17	0	0	0	0	0	0	
Y106G6H.4	0	0	0	0	0	0	
Y106G6H.5	91.68	43.37	69.01	120.18	62.75	109.44	
Y106G6H.6	352	348.26	299.59	253.47	250.7	234.84	
Y106G6H.8	137.56	211.37	37.76	67.63	158.7	49.62	
Y106G6H.9	0	0	0	0	0	0	
Y108F1.1	0	0	0	0	0	0	
Y108F1.5	0	0.27	0	0	0	0	
Y108G3AL.2	68.46	73.82	65.17	97.07	242.94	80.22	
Y108G3AL.3	0	0	0	0	0	0	
Y108G3AL.7	0.4	0.5	0.07	5.12	0	8.85	
Y108G3AL.8	0	0	0	0	0	0	
Y108G3AL.9	0	0	0	0	0	0	
Y10G11A.1	172.22	104.48	133.26	114	175.14	114.64	
Y10G11A.90	186	222.91	2.4	8.69	17.59	19.4	
Y110A2AL.1	0	8.29	0	0	0	0	
Y110A2AL.10	0	0	0	0	0	0	
Y110A2AL.12	0	10.23	0	0.35	6.55	0	
Y110A2AL.13	21.45	33.39	0	1	0	0	
Y110A2AL.16	0	0	0	0	0	0	
Y110A2AL.17	0	0	0	0	0	0	
Y110A2AL.18	0	0	0	0	0	0	
Y110A2AL.19	0	0	0	0	0	0	
Y110A2AL.2	0	0	0	0	0	0	
Y110A2AL.3	0	0	0	0	0	0	
Y110A2AL.4	0	0	0	0	0	0	
Y110A2AL.5	0	0	0	0	0	0	
Y110A2AL.6	0	0	0	0	0	0	
Y110A2AL.7	0	0	0	0	0	0	
Y110A2AL.9	0	0	0	0	0	0	
Y110A2AL.t1	0	0	0	0	0	0	
Y110A2AL.t2	0	0	0	0	0	0	
Y110A2AM.1	0	0	0	0	0	0	
Y110A2AM.4	13.82	13.6	0	1.17	4.24	0	
Y110A2AR.1	222.79	153.78	410.8	265.46	397.39	300.22	
Y110A2AR.3	331.52	323.13	167.62	126.34	94.43	100.93	
Y110A7A.15	506.45	379.47	335.28	335.3	403.08	464.76	
Y110A7A.19	72.46	10.85	56.5	34.7	56.97	42.59	
Y110A7A.2	0	0	0	0	0	0	
Y110A7A.20	0	0	0	0	0	0	
Y110A7A.21	0	0	0	0	0	0	
Y110A7A.23	0	0	0	0	0	0	
Y110A7A.4	96.34	215.33	382.69	264.13	235.29	224.58	
Y110A7A.6	153.11	181.89	161.09	257.02	346.93	258.51	
Y110A7A.7	1.82	5.51	0	0	0	0	
Y110A7A.8	154.72	157.29	178.52	215.28	216.32	224.8	
Y110A7A.9	36.32	46.04	55.84	91.23	92.49	104.61	
Y111B2A.1	9.62	47.77	27.04	3.13	0	11.35	
Y111B2A.10	70.87	56.85	130.29	73.49	0.43	61.59	
Y111B2A.12	41	41.24	38.3	10.01	0	0	
Y111B2A.13	4.45	0	42.63	4.35	0	0	
Y111B2A.19	0	5.34	0	0.3	0	0	
Y111B2A.2	77.9	138.83	124.15	36.76	121.04	29.62	
Y111B2A.21	0	0	0	0	0	0	
Y111B2A.24	9.79	21.56	25.99	1.21	48.25	1.02	
Y111B2A.25	0	0	0	0	0	0	
Y111B2A.27	0	0	0	0	0	0	
Y111B2A.29	0	0	0	0	0	0	
Y111B2A.3	34.55	31.43	36.2	112.52	78.61	93.52	
Y111B2A.30	0	4.01	0	0	0	0	
Y111B2A.31	0	0	0	0	0	0	
Y111B2A.32	0	0	0	0	0	0	
Y111B2A.33	0	0	0	0	0	0	
Y111B2A.4	6.67	5.03	1.35	13.68	0.09	6.54	
Y111B2A.9	0	0	0	2.98	0	0	
Y113G7A.12	0	0	0	0	0	0	
Y113G7A.13	0	0	0	0	0	0	
Y113G7A.14	0	0	0	0	0	0	
Y113G7A.15	0	0.32	0	0	0	0	
Y113G7A.16	0	0	0	0	0	0	
Y113G7A.17	0	0	0	0	0	0	
Y113G7A.18	0	0	0	0	0	0	
Y113G7A.19	0	0	0	0	0	0	
Y113G7A.2	0	0	0	0	0	0	
Y113G7A.20	0	0	0	0	0	0	
Y113G7A.21	0	0	0	0	0	0	
Y113G7A.t1	0	0	0	0	0	0	
Y113G7A.t2	0	0	0	0	0	0	
Y113G7A.t3	0	0	0	0	0	0	
Y113G7A.t4	0	0	0	0	0	0	
Y113G7A.t5	0	0	0	0	0	0	
Y113G7B.11	0	0	0	0	0	0	
Y113G7B.12	0	0	0	0	0	0	
Y113G7B.14	0	0	0	0	0	0	
Y113G7B.15	0	0	0	0	0	0	
Y113G7B.16	7.87	5.27	0.22	10.88	30.07	95.71	
Y113G7B.24	192.77	309.71	100	80.07	61.22	67.02	
Y113G7B.26	0	0	0	0	0	0	
Y113G7B.27	0	0	0	0	0	0	
Y113G7B.28	0	0	0	0	0	0	
Y113G7B.t1	0	0	0	0	0	0	
Y113G7B.t2	0	0	0	0	0	0	
